id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V1196,STEADFAST IT CONSULTING,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1197,Stephen Chambers Architects,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1198,Stok,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1199,"Stony Point, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1200,Storymaker,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1201,Stream Global Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1202,Streemforce,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1203,Suddath,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1204,Suite Spot LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1205,Suntory Beverage Service,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1206,Suntory Beverage Service Limited,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1207,Suxeedo,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1208,Sweet Candy Company,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1209,Swinerton,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1210,Sycomp,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1211,Synopsys,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1212,SystemsGo,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1213,Systemyc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1214,"Taisay Building Management Co.,Ltd",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1215,Talent International,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1216,Talentvana D.B.A OPsvana,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1217,"TalTeam, Inc.",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1218,Tampalais Group,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1219,Tandem,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1220,Tanium,,Professional Services,2,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1221,"Tanseisha Co., Ltd",,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1222,TaskUs,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1223,Team Computers,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1224,Team Konzept Facility Services GmbH,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1225,TECHFORCE SERVICES PTY LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1226,TECHMATRIX IT CONSULTING PVT LTD NEW DELHI,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1227,Technology Management and Network Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1228,Teecom,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1229,Tejas Software,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1230,Telion,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1231,Templeton & Partners,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1232,Ten-Nine Communications,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1233,Terra Engineering and Construction Ltd.,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1234,Terrier Security,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Security,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1235,TES AMM AUSTRALIA PTY LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1236,TES AMM JAPAN,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1237,TES AMM SINGAPORE PTE LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1238,TES AMM UK LTD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1239,TES USA Inc,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1240,Test Runner,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|QA & Testing,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1241,Test Supplier EMEA,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|QA & Testing,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1242,TETRIS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1243,Thais,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V1244,The Arc San Francisco,cisco.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
